project_id,reinforcement_ratio_kg_per_m3,num_unique_required_lengths,stock_length_policy,cutting_optimization_usage,bim_integration_level,design_revisions_per_month,supervision_index_1to5,material_control_level_1to3,storage_handling_index_1to5,offcut_reuse_policy_0to2,change_orders_per_month,contract_type,lead_time_days,order_frequency_per_month,project_phase,steel_waste_percentage
P2750,180.0,23,mixed_lengths,1,1,5,1,2,2,1,2,design_build,10,2,foundation,10.34
P1058,169.5,12,standard_12m,2,2,1,4,2,1,1,2,lump_sum,30,1,foundation,6.65
P1631,88.0,18,standard_12m,0,0,1,4,2,3,0,1,lump_sum,30,2,slab_finishing,10.34
P2181,174.0,32,mixed_lengths,0,2,5,4,2,1,0,0,design_build,20,4,foundation,10.01
P3203,98.6,9,custom_lengths,0,0,2,3,3,3,1,3,remeasurement,16,5,slab_finishing,8.22
P1592,175.9,26,standard_12m,1,0,3,3,1,1,0,0,lump_sum,18,7,foundation,12.31
P2303,180.0,35,standard_12m,0,1,5,2,2,3,1,3,lump_sum,28,4,foundation,12.88
P2387,111.9,15,standard_12m,0,0,3,2,1,2,1,4,lump_sum,30,3,frame,15.0
P3615,100.3,13,standard_12m,1,2,3,4,2,2,1,3,lump_sum,19,7,slab_finishing,8.08
P3630,111.3,23,standard_12m,0,0,1,4,3,4,1,0,lump_sum,19,3,slab_finishing,6.72
P2845,152.7,28,standard_12m,0,0,1,4,2,1,1,2,design_build,28,3,frame,10.79
P1939,131.6,8,custom_lengths,1,2,4,4,3,3,2,2,design_build,14,8,frame,0.89
P3788,179.1,22,standard_12m,1,0,6,4,2,3,1,1,remeasurement,22,2,foundation,11.83
P2249,180.0,36,standard_12m,0,0,1,5,2,1,1,2,design_build,20,6,foundation,10.17
P1904,136.1,14,custom_lengths,2,0,3,4,2,2,2,0,design_build,30,2,frame,0.5
P3543,155.8,26,standard_12m,2,3,5,3,2,2,2,1,design_build,21,3,frame,5.11
P2279,174.0,16,mixed_lengths,0,1,4,2,1,1,1,1,remeasurement,25,2,foundation,13.26
P3402,180.0,34,mixed_lengths,1,0,6,4,2,2,1,5,remeasurement,16,3,foundation,15.0
P3959,180.0,35,standard_12m,0,1,4,2,2,1,2,5,lump_sum,21,4,foundation,15.0
P3126,114.4,12,standard_12m,1,2,6,2,2,2,2,2,design_build,15,7,slab_finishing,8.31
P3387,95.5,8,standard_12m,1,0,5,3,1,2,1,3,design_build,27,5,slab_finishing,12.14
P3042,76.5,23,mixed_lengths,1,1,5,2,2,2,1,0,lump_sum,30,7,slab_finishing,7.87
P2142,114.1,20,standard_12m,2,1,2,3,2,1,1,4,design_build,17,6,slab_finishing,8.34
P3381,90.7,6,standard_12m,1,0,2,4,2,2,1,0,design_build,30,2,slab_finishing,7.75
P1706,174.3,24,standard_12m,0,0,4,5,2,3,1,0,design_build,17,7,foundation,7.58
P3641,133.6,28,standard_12m,1,0,3,4,2,3,2,2,remeasurement,24,3,slab_finishing,9.41
P2022,150.4,39,standard_12m,0,1,3,3,2,1,0,0,lump_sum,22,7,frame,11.93
P1745,166.1,7,custom_lengths,0,1,3,3,2,2,0,2,lump_sum,30,2,foundation,9.98
P2546,87.5,9,standard_12m,0,0,1,3,2,2,0,0,lump_sum,15,2,slab_finishing,11.57
P3357,171.6,17,standard_12m,1,0,4,2,2,2,1,4,design_build,21,5,foundation,13.66
P3046,180.0,37,standard_12m,1,1,2,3,2,2,0,0,design_build,26,8,foundation,9.99
P1513,157.0,38,standard_12m,2,1,6,3,1,1,0,4,remeasurement,25,4,frame,14.72
P1081,123.0,11,standard_12m,1,0,4,4,2,2,1,3,design_build,18,6,frame,10.34
P3661,149.4,32,standard_12m,2,1,4,2,2,3,1,2,lump_sum,9,6,frame,8.23
P2308,169.6,12,custom_lengths,1,1,6,3,1,2,2,5,remeasurement,15,4,foundation,10.29
P3495,123.9,7,standard_12m,2,1,4,3,2,2,2,3,design_build,16,7,frame,6.87
P1914,167.3,11,standard_12m,0,0,5,3,1,2,0,2,lump_sum,27,8,foundation,15.0
P2404,160.0,28,standard_12m,1,2,3,3,2,2,0,3,lump_sum,21,8,frame,9.95
P2647,161.5,31,standard_12m,0,1,2,4,2,2,1,1,lump_sum,17,5,frame,9.53
P3760,180.0,36,standard_12m,0,0,2,2,1,1,0,1,lump_sum,25,7,foundation,13.85
P2108,180.0,37,standard_12m,2,2,2,2,2,3,2,4,design_build,24,3,foundation,8.24
P1150,146.9,23,mixed_lengths,0,1,6,2,2,3,1,3,design_build,9,8,frame,10.59
P3726,154.0,29,standard_12m,0,0,3,4,2,1,1,5,remeasurement,22,4,frame,15.0
P1774,149.0,30,standard_12m,0,1,4,2,1,1,2,3,lump_sum,19,7,frame,11.56
P1329,180.0,19,mixed_lengths,0,0,1,3,2,2,2,0,lump_sum,19,6,foundation,6.64
P1006,155.7,6,standard_12m,0,1,2,5,2,2,0,0,lump_sum,27,4,foundation,11.13
P1943,172.8,31,standard_12m,0,0,4,1,1,2,1,3,lump_sum,22,8,foundation,15.0
P1822,126.2,34,mixed_lengths,0,0,1,2,1,1,0,3,lump_sum,18,4,slab_finishing,13.55
P1734,151.8,27,standard_12m,2,1,3,5,2,1,1,2,remeasurement,22,4,frame,8.42
P1909,84.5,12,standard_12m,2,2,3,3,3,2,2,4,lump_sum,6,6,slab_finishing,7.04
P1468,161.9,20,standard_12m,0,0,6,2,2,1,2,5,remeasurement,9,7,foundation,15.0
P1181,129.3,18,mixed_lengths,0,0,2,3,1,1,0,2,lump_sum,18,8,frame,11.61
P1164,162.8,12,custom_lengths,0,0,1,3,1,1,0,0,lump_sum,17,6,foundation,9.08
P2523,150.8,6,standard_12m,1,0,0,4,3,2,0,0,lump_sum,30,3,foundation,6.64
P1451,109.4,7,standard_12m,0,0,2,1,1,2,0,0,design_build,21,2,slab_finishing,15.0
P1490,136.5,29,standard_12m,2,3,6,3,3,4,1,5,remeasurement,22,2,frame,10.64
P3004,98.4,37,standard_12m,1,1,6,4,2,3,1,5,remeasurement,17,4,slab_finishing,14.45
P2143,93.7,12,standard_12m,2,2,2,2,2,1,2,4,remeasurement,27,2,slab_finishing,8.45
P2311,180.0,33,standard_12m,1,0,4,3,3,4,1,5,design_build,22,4,foundation,11.85
P3242,154.2,31,standard_12m,2,1,2,2,2,1,1,2,remeasurement,22,2,frame,9.71
P2111,137.4,21,standard_12m,1,2,3,2,1,2,1,0,design_build,22,6,frame,6.79
P3854,142.8,35,standard_12m,1,3,5,4,2,3,1,3,design_build,15,7,frame,6.34
P2977,141.8,12,custom_lengths,0,1,3,3,2,1,1,2,lump_sum,30,5,frame,6.32
P2441,103.5,6,custom_lengths,1,2,1,4,2,2,1,2,design_build,5,6,slab_finishing,3.92
P2889,180.0,39,standard_12m,1,2,5,2,2,1,1,3,lump_sum,30,1,foundation,13.99
P2006,158.8,31,standard_12m,1,1,3,4,2,1,0,3,remeasurement,17,3,frame,12.71
P2627,93.7,15,mixed_lengths,1,1,5,4,2,1,1,2,lump_sum,21,6,slab_finishing,8.32
P2632,77.8,29,standard_12m,0,0,5,2,1,2,0,0,design_build,25,6,slab_finishing,13.71
P2074,137.3,19,mixed_lengths,0,1,2,5,2,1,2,1,lump_sum,30,2,frame,5.19
P1578,103.7,20,mixed_lengths,1,0,2,3,2,1,1,1,lump_sum,22,7,slab_finishing,7.58
P3727,152.8,28,standard_12m,0,0,3,4,2,2,1,1,lump_sum,24,4,frame,10.52
P3345,180.0,34,mixed_lengths,0,1,3,4,2,2,0,2,lump_sum,15,3,foundation,11.86
P3263,172.0,16,standard_12m,0,2,4,5,2,1,1,4,remeasurement,20,7,foundation,13.44
P3302,143.3,27,mixed_lengths,0,0,5,4,2,2,2,2,lump_sum,20,4,frame,8.65
P1327,124.3,24,standard_12m,0,0,6,1,1,1,1,5,remeasurement,14,7,slab_finishing,15.0
P2790,136.7,27,mixed_lengths,1,2,3,2,2,1,1,1,lump_sum,20,4,frame,8.8
P1442,169.2,20,mixed_lengths,1,1,3,4,2,1,0,2,lump_sum,5,7,foundation,10.41
P2858,114.1,16,standard_12m,1,2,6,3,3,2,0,5,design_build,17,5,slab_finishing,12.16
P3170,180.0,30,standard_12m,0,0,5,3,2,3,0,4,design_build,26,3,foundation,15.0
P3832,89.0,6,standard_12m,0,0,4,2,2,3,1,2,lump_sum,30,1,slab_finishing,12.97
P1832,81.5,5,custom_lengths,2,1,2,4,2,2,1,4,design_build,14,4,slab_finishing,5.07
P3374,154.1,6,custom_lengths,2,0,2,3,2,3,2,3,lump_sum,25,1,foundation,4.23
P3103,76.9,16,standard_12m,1,3,5,3,1,2,0,3,lump_sum,30,2,slab_finishing,11.95
P2414,71.3,12,custom_lengths,1,0,4,3,2,2,2,1,lump_sum,20,3,slab_finishing,5.05
P2201,120.8,17,mixed_lengths,2,1,1,3,1,1,0,1,lump_sum,15,6,slab_finishing,6.9
P3314,107.5,7,standard_12m,1,1,3,4,2,3,0,0,lump_sum,14,5,frame,8.83
P2499,137.7,22,standard_12m,0,2,5,3,2,3,0,3,remeasurement,20,2,frame,15.0
P3877,135.8,20,standard_12m,0,0,4,3,3,2,0,2,design_build,17,3,frame,12.58
P1086,139.9,29,standard_12m,0,2,4,5,2,3,1,2,lump_sum,13,7,frame,9.45
P2403,180.0,31,mixed_lengths,0,1,4,2,2,1,1,2,remeasurement,25,2,foundation,14.1
P3926,157.2,24,mixed_lengths,1,1,1,3,2,3,1,0,design_build,6,6,frame,4.26
P2481,131.4,15,mixed_lengths,1,3,4,1,2,1,1,4,lump_sum,21,2,frame,10.07
P1777,134.9,9,standard_12m,0,1,3,3,3,3,0,2,lump_sum,3,5,frame,11.0
P1799,149.8,30,mixed_lengths,0,0,0,2,2,1,2,5,design_build,18,4,frame,9.95
P2666,111.5,31,standard_12m,1,2,1,2,1,2,0,2,design_build,19,7,slab_finishing,10.75
P1054,101.1,33,mixed_lengths,1,2,3,5,2,2,0,2,lump_sum,30,3,slab_finishing,7.51
P3362,101.3,11,standard_12m,0,0,6,2,1,1,0,5,design_build,12,5,frame,15.0
P2287,162.2,11,standard_12m,0,0,3,2,2,3,0,3,design_build,30,1,foundation,14.88
P2667,120.4,6,standard_12m,2,2,2,5,2,3,1,0,design_build,17,7,frame,2.95
P3586,145.1,30,standard_12m,1,2,2,4,2,2,1,4,design_build,24,6,frame,6.48
P3154,139.1,15,mixed_lengths,1,1,2,4,2,1,0,1,lump_sum,23,5,frame,7.64
P2701,177.1,14,custom_lengths,1,2,4,5,2,2,1,4,remeasurement,9,5,foundation,7.1
P2245,151.9,20,mixed_lengths,0,0,1,4,2,1,1,1,lump_sum,30,4,foundation,7.47
P1113,171.5,9,standard_12m,1,1,1,3,3,3,0,2,lump_sum,14,3,foundation,8.43
P3806,149.6,25,mixed_lengths,0,0,1,3,1,1,1,2,lump_sum,25,5,frame,11.35
P1987,174.5,24,standard_12m,2,0,1,2,2,2,2,0,design_build,30,6,foundation,4.6
P1501,113.2,34,standard_12m,1,1,3,4,2,3,0,4,remeasurement,23,3,slab_finishing,13.16
P3891,180.0,22,standard_12m,1,2,6,3,2,2,1,5,remeasurement,25,5,foundation,14.52
P2009,147.5,15,standard_12m,2,1,4,2,1,1,0,3,design_build,17,4,frame,11.28
P2198,124.0,13,standard_12m,0,2,2,4,2,3,1,3,lump_sum,30,2,frame,9.4
P2394,180.0,34,standard_12m,0,1,4,2,2,3,0,2,remeasurement,28,3,foundation,14.68
P1589,144.8,16,standard_12m,1,0,6,2,2,2,2,5,lump_sum,5,8,frame,13.41
P1768,106.6,5,custom_lengths,1,1,2,4,2,2,1,2,design_build,15,3,slab_finishing,3.42
P1017,98.7,30,standard_12m,0,0,5,3,1,2,1,5,lump_sum,28,7,slab_finishing,15.0
P2042,179.7,26,standard_12m,1,2,5,3,2,3,1,4,lump_sum,22,1,foundation,12.36
P2447,180.0,19,mixed_lengths,0,1,1,5,2,2,2,1,lump_sum,23,2,foundation,5.98
P3463,134.4,23,standard_12m,1,0,3,2,2,3,1,3,design_build,19,7,frame,9.61
P1285,100.9,17,standard_12m,0,2,2,4,2,1,1,1,lump_sum,30,5,slab_finishing,8.92
P3638,89.3,25,standard_12m,1,2,5,2,2,2,0,5,design_build,20,7,slab_finishing,13.31
P1428,160.3,22,mixed_lengths,0,0,4,3,2,2,1,4,design_build,9,6,foundation,12.37
P2328,80.1,21,standard_12m,0,1,4,3,2,3,1,2,remeasurement,24,3,slab_finishing,11.17
P2948,113.2,16,mixed_lengths,0,0,6,4,3,3,0,4,remeasurement,22,3,slab_finishing,14.81
P1669,150.5,28,standard_12m,1,1,1,3,1,2,1,0,design_build,15,4,frame,8.66
P1031,132.1,6,standard_12m,1,2,6,3,2,3,2,5,remeasurement,18,3,frame,12.68
P2341,146.3,25,standard_12m,1,0,5,2,1,1,0,2,lump_sum,30,2,frame,15.0
P1722,138.0,34,mixed_lengths,0,2,5,3,2,1,2,0,lump_sum,27,2,frame,8.33
P1951,151.0,9,standard_12m,0,1,3,4,2,2,1,1,design_build,20,3,frame,12.53
P2914,154.6,5,custom_lengths,1,1,6,3,2,3,0,5,lump_sum,29,1,foundation,12.29
P3293,159.6,15,mixed_lengths,1,0,0,4,2,1,2,3,lump_sum,26,7,foundation,4.81
P1214,174.3,39,standard_12m,0,0,6,4,2,3,1,2,design_build,21,2,frame,13.81
P1989,180.0,35,standard_12m,1,2,4,3,3,2,1,4,design_build,27,2,foundation,10.19
P2164,95.5,17,mixed_lengths,0,1,5,3,2,2,0,3,lump_sum,25,2,slab_finishing,13.49
P3792,118.7,28,mixed_lengths,1,1,6,3,2,2,2,5,design_build,23,3,slab_finishing,10.08
P3005,128.7,8,custom_lengths,0,0,6,5,2,2,1,5,remeasurement,22,2,frame,12.69
P1326,152.5,34,standard_12m,1,0,4,3,1,1,1,1,remeasurement,11,5,frame,13.62
P1560,139.2,11,custom_lengths,0,0,5,2,1,1,0,2,design_build,23,2,frame,12.54
P2383,105.2,29,mixed_lengths,0,0,1,5,2,1,0,2,lump_sum,11,3,slab_finishing,10.54
P2724,105.9,11,standard_12m,1,2,3,3,2,1,1,3,lump_sum,3,7,slab_finishing,9.56
P2086,106.6,25,standard_12m,1,0,3,4,2,3,1,3,design_build,29,2,slab_finishing,9.2
P3683,105.7,36,standard_12m,0,1,6,2,2,2,1,5,design_build,25,5,slab_finishing,15.0
P1341,108.4,32,standard_12m,1,2,1,5,3,2,0,2,design_build,19,3,slab_finishing,7.5
P2653,146.6,28,mixed_lengths,1,0,3,2,2,2,2,0,lump_sum,26,3,frame,4.79
P1147,146.1,25,standard_12m,1,1,4,3,3,4,1,1,remeasurement,10,5,frame,9.73
P3339,180.0,27,standard_12m,0,1,3,3,1,1,0,3,design_build,17,7,foundation,15.0
P3412,166.1,20,mixed_lengths,2,1,1,4,3,4,2,4,remeasurement,10,7,foundation,4.12
P2107,103.1,24,mixed_lengths,0,1,2,4,2,1,1,3,lump_sum,30,4,slab_finishing,9.58
P1848,161.5,26,standard_12m,1,2,5,4,2,1,1,1,remeasurement,5,8,frame,10.09
P1966,180.0,32,mixed_lengths,1,2,1,4,2,2,1,1,lump_sum,10,6,foundation,6.25
P2072,93.4,35,standard_12m,0,1,4,2,1,2,1,3,lump_sum,16,6,slab_finishing,14.83
P3464,150.7,34,mixed_lengths,0,0,6,5,2,3,2,2,remeasurement,14,7,frame,9.53
P2905,161.2,24,mixed_lengths,0,1,3,3,1,2,0,5,remeasurement,27,2,foundation,15.0
P1155,128.2,34,mixed_lengths,1,0,4,2,2,1,1,5,remeasurement,21,4,slab_finishing,14.06
P1665,105.1,10,custom_lengths,1,2,3,3,1,2,2,3,remeasurement,30,2,slab_finishing,6.19
P1661,150.6,6,custom_lengths,2,1,0,2,1,1,1,1,lump_sum,18,7,foundation,4.67
P2002,154.7,9,standard_12m,1,1,2,3,3,3,0,5,remeasurement,6,8,foundation,13.09
P3341,93.6,37,standard_12m,1,1,4,4,2,2,1,5,design_build,30,4,slab_finishing,11.63
P3516,132.7,7,custom_lengths,1,1,3,5,2,2,1,0,remeasurement,16,4,frame,4.93
P1176,180.0,31,standard_12m,1,2,1,4,2,1,0,0,lump_sum,27,5,foundation,9.38
P3654,173.3,27,mixed_lengths,1,2,2,3,1,1,0,2,remeasurement,26,4,foundation,12.12
P2879,104.7,33,standard_12m,2,0,4,1,2,3,2,2,lump_sum,30,4,slab_finishing,9.93
P2524,180.0,31,standard_12m,1,0,1,5,2,3,1,3,lump_sum,18,3,foundation,10.88
P3817,105.0,23,mixed_lengths,1,0,6,3,1,1,2,1,design_build,20,3,slab_finishing,9.13
P2203,141.0,16,mixed_lengths,0,0,2,3,2,1,1,2,lump_sum,28,2,frame,10.32
P1024,97.6,31,mixed_lengths,0,2,2,2,1,1,1,5,remeasurement,16,4,slab_finishing,13.77
P3810,143.2,18,standard_12m,1,2,6,2,1,1,0,5,remeasurement,16,5,frame,15.0
P3809,169.7,29,standard_12m,1,3,3,3,1,1,0,1,lump_sum,25,7,foundation,10.74
P3077,95.3,15,standard_12m,1,1,4,2,2,1,1,2,lump_sum,28,2,slab_finishing,11.27
P3299,165.7,25,standard_12m,0,0,3,3,1,1,0,2,design_build,26,4,foundation,13.7
P1875,180.0,33,mixed_lengths,0,0,1,5,2,2,2,2,lump_sum,19,4,foundation,7.49
P3899,168.9,29,standard_12m,0,0,1,4,2,1,2,2,lump_sum,20,7,foundation,8.6
P1938,130.7,15,mixed_lengths,0,0,4,2,2,1,1,4,lump_sum,20,5,slab_finishing,11.61
P3697,108.2,12,standard_12m,0,0,2,1,1,1,0,5,lump_sum,17,7,slab_finishing,15.0
P2552,161.7,36,standard_12m,1,0,6,2,2,3,1,5,remeasurement,23,2,frame,15.0
P1346,180.0,35,standard_12m,0,0,5,2,2,1,0,3,lump_sum,17,3,foundation,15.0
P3507,159.2,17,standard_12m,0,0,5,2,2,3,1,2,design_build,25,3,foundation,11.81
P3971,137.2,28,mixed_lengths,1,1,3,3,2,1,1,2,lump_sum,7,4,frame,9.38
P3037,175.9,39,standard_12m,1,1,6,4,2,3,2,1,design_build,19,6,foundation,8.59
P2926,170.6,23,standard_12m,0,0,4,4,3,2,1,1,lump_sum,17,5,foundation,11.21
P1385,91.7,26,standard_12m,1,1,1,3,3,2,1,2,lump_sum,30,1,slab_finishing,6.93
P2829,110.0,19,standard_12m,0,0,2,3,1,1,2,3,lump_sum,27,2,slab_finishing,10.65
P3161,158.1,23,standard_12m,0,0,3,2,2,1,0,1,lump_sum,5,7,frame,13.45
P3508,161.3,39,standard_12m,0,0,2,4,2,1,2,0,lump_sum,24,5,frame,9.19
P3196,144.4,16,standard_12m,1,0,2,4,2,3,2,3,lump_sum,23,8,frame,5.86
P1243,162.9,8,standard_12m,0,1,4,5,2,1,0,2,lump_sum,15,5,foundation,15.0
P3086,95.9,10,standard_12m,1,0,2,4,2,1,2,1,lump_sum,29,1,slab_finishing,7.51
P2826,130.4,36,standard_12m,1,3,4,5,3,2,0,5,design_build,10,5,slab_finishing,10.92
P1936,141.6,21,standard_12m,0,0,3,3,2,2,1,2,design_build,6,8,frame,11.27
P2689,112.9,25,standard_12m,1,0,2,3,3,2,1,1,design_build,8,7,slab_finishing,8.01
P3580,131.1,5,standard_12m,1,1,5,2,1,2,0,1,lump_sum,30,5,frame,13.28
P1312,101.6,10,standard_12m,2,1,4,4,2,3,1,5,remeasurement,30,2,slab_finishing,11.33
P2459,137.2,14,standard_12m,1,1,2,4,2,3,2,4,lump_sum,28,2,frame,7.57
P3925,152.1,21,mixed_lengths,0,3,1,2,1,1,2,1,lump_sum,17,8,frame,5.1
P3107,179.7,26,mixed_lengths,0,0,4,4,2,1,1,3,remeasurement,21,2,foundation,13.92
P2332,173.7,7,custom_lengths,0,0,4,3,1,1,0,3,remeasurement,5,8,foundation,15.0
P1968,126.1,20,standard_12m,1,1,6,4,2,2,1,2,remeasurement,22,5,frame,10.33
P2454,160.7,17,standard_12m,0,0,3,5,2,3,2,2,lump_sum,11,8,foundation,7.64
P1660,114.2,33,standard_12m,1,2,2,4,2,3,2,3,lump_sum,30,4,slab_finishing,5.76
P2934,112.3,25,mixed_lengths,1,1,3,2,1,1,2,2,remeasurement,21,3,slab_finishing,9.44
P1935,161.9,39,standard_12m,0,1,2,3,2,1,1,4,lump_sum,19,2,frame,13.57
P1370,112.7,19,mixed_lengths,2,1,2,2,2,3,2,0,lump_sum,13,7,frame,1.02
P1566,111.3,33,standard_12m,2,1,3,3,1,1,2,2,design_build,29,1,slab_finishing,7.22
P2973,128.2,34,standard_12m,1,0,2,2,2,2,2,1,design_build,14,8,frame,6.62
P2854,135.8,24,mixed_lengths,0,1,2,3,1,1,0,2,lump_sum,27,2,frame,11.16
P2024,91.0,7,custom_lengths,2,0,4,1,2,3,2,4,lump_sum,19,6,slab_finishing,6.81
P1824,135.7,22,standard_12m,0,2,3,3,3,4,0,2,lump_sum,30,2,frame,9.15
P1982,130.4,21,mixed_lengths,2,1,1,5,2,1,1,4,remeasurement,6,7,frame,6.87
P3672,60.0,10,standard_12m,0,1,2,3,1,1,0,5,remeasurement,11,6,slab_finishing,15.0
P3956,180.0,32,mixed_lengths,1,1,4,4,2,3,0,3,lump_sum,26,6,foundation,9.78
P2645,99.2,8,custom_lengths,1,1,3,4,3,3,1,1,lump_sum,30,3,slab_finishing,3.03
P3582,160.1,36,standard_12m,0,0,3,3,2,2,1,3,design_build,30,4,frame,12.49
P3245,177.8,25,mixed_lengths,2,2,2,2,1,1,2,3,lump_sum,14,7,foundation,7.58
P3118,177.3,26,standard_12m,2,0,3,3,3,2,1,3,design_build,8,8,foundation,9.37
P1813,171.4,20,mixed_lengths,0,1,3,5,2,3,0,5,remeasurement,19,3,foundation,13.15
P2792,157.0,23,standard_12m,1,3,2,4,2,1,1,4,design_build,23,7,frame,6.54
P2430,106.7,25,standard_12m,1,2,1,3,2,2,1,1,design_build,22,1,slab_finishing,6.83
P1778,82.2,10,custom_lengths,1,0,3,4,2,1,2,3,lump_sum,23,1,slab_finishing,3.82
P2749,116.8,21,standard_12m,1,0,3,5,2,3,1,4,design_build,23,5,slab_finishing,8.58
P2320,139.5,19,standard_12m,0,1,6,4,2,2,2,3,design_build,17,8,frame,10.58
P3399,169.0,33,mixed_lengths,0,1,4,3,1,2,1,2,lump_sum,11,8,foundation,12.61
P3871,131.5,14,standard_12m,1,2,3,4,3,2,1,1,lump_sum,7,8,frame,5.75
P2052,130.7,31,standard_12m,0,0,5,3,2,3,2,5,design_build,18,5,frame,14.73
P3321,108.4,17,standard_12m,2,1,2,4,2,2,2,1,lump_sum,20,4,slab_finishing,3.21
P2013,180.0,24,standard_12m,1,0,3,3,2,2,0,3,lump_sum,18,6,foundation,13.16
P2928,92.7,7,standard_12m,1,0,0,3,2,3,1,2,lump_sum,30,3,slab_finishing,10.02
P2401,163.5,15,mixed_lengths,1,2,5,1,1,1,1,4,remeasurement,18,7,foundation,14.17
P2822,180.0,32,standard_12m,0,0,3,4,2,3,0,1,lump_sum,30,1,foundation,13.29
P3247,159.1,38,standard_12m,2,1,3,2,1,1,1,2,lump_sum,25,8,frame,10.06
P3493,120.9,13,custom_lengths,0,2,4,1,2,2,2,4,remeasurement,20,3,slab_finishing,9.87
P3591,88.2,21,mixed_lengths,1,1,2,5,2,1,0,2,lump_sum,25,5,slab_finishing,7.94
P1126,175.0,32,standard_12m,2,0,2,2,2,2,2,2,design_build,18,4,foundation,8.94
P3091,111.3,26,standard_12m,0,1,3,1,2,2,0,4,remeasurement,17,4,slab_finishing,15.0
P3134,118.2,14,custom_lengths,1,0,4,2,1,1,1,3,design_build,25,3,slab_finishing,8.14
P1887,161.2,11,custom_lengths,1,2,6,1,1,2,1,0,remeasurement,14,7,foundation,9.76
P3456,145.9,36,standard_12m,0,0,2,2,2,2,0,4,lump_sum,15,3,frame,15.0
P2347,178.1,11,standard_12m,0,0,5,4,2,2,2,2,lump_sum,21,6,foundation,10.95
P2007,161.2,21,mixed_lengths,1,2,2,4,3,2,0,0,lump_sum,8,8,foundation,4.98
P1355,107.9,7,standard_12m,1,1,1,4,2,1,0,4,design_build,21,3,frame,11.66
P2003,105.1,23,standard_12m,0,0,0,3,2,1,0,1,lump_sum,11,7,slab_finishing,11.0
P2483,130.0,8,standard_12m,0,0,1,2,2,1,2,0,design_build,27,4,frame,8.51
P1682,163.2,21,standard_12m,1,0,3,2,2,1,1,0,design_build,16,8,foundation,9.99
P1827,142.7,23,standard_12m,2,1,1,4,3,2,1,0,design_build,8,5,frame,1.9
P3850,175.1,17,standard_12m,1,2,4,1,2,3,2,2,design_build,30,2,foundation,8.66
P3204,170.6,28,mixed_lengths,1,0,5,4,2,1,1,3,design_build,13,5,foundation,10.39
P3691,143.5,15,mixed_lengths,0,1,6,3,2,2,0,5,remeasurement,19,4,frame,15.0
P1984,101.0,28,mixed_lengths,2,1,3,3,3,4,1,3,remeasurement,16,3,slab_finishing,6.46
P2233,180.0,25,standard_12m,0,1,1,5,2,1,1,1,lump_sum,30,1,foundation,7.28
P3553,126.7,12,custom_lengths,1,2,6,1,2,2,2,3,lump_sum,30,3,frame,7.27
P2639,87.8,14,standard_12m,2,0,3,2,2,3,1,2,lump_sum,15,6,slab_finishing,10.37
P1140,108.0,21,mixed_lengths,1,0,3,4,3,4,0,3,design_build,17,6,slab_finishing,6.89
P1217,180.0,21,mixed_lengths,0,1,6,3,1,2,1,4,remeasurement,16,5,foundation,14.74
P3465,165.4,34,mixed_lengths,1,0,3,2,2,2,2,2,lump_sum,30,3,frame,8.41
P1362,180.0,22,mixed_lengths,0,0,3,3,2,1,0,2,lump_sum,30,3,foundation,11.53
P3664,175.2,19,mixed_lengths,0,1,2,3,3,3,1,2,lump_sum,30,4,foundation,7.7
P1345,164.1,19,standard_12m,0,1,1,4,2,2,2,2,lump_sum,30,6,foundation,6.86
P3058,109.8,23,standard_12m,1,1,6,2,2,2,0,5,remeasurement,11,6,slab_finishing,15.0
P1022,167.1,32,standard_12m,1,0,3,4,2,1,2,2,lump_sum,18,8,foundation,10.4
P1711,132.5,37,standard_12m,2,1,4,3,3,3,2,2,design_build,8,6,slab_finishing,6.0
P3949,124.7,5,custom_lengths,0,0,4,4,3,4,1,3,design_build,29,4,frame,5.5
P1010,103.5,12,standard_12m,1,1,4,3,1,2,1,3,lump_sum,30,3,slab_finishing,12.74
P3416,150.1,8,standard_12m,0,0,2,4,2,3,1,0,lump_sum,30,1,foundation,9.79
P2834,161.0,18,mixed_lengths,0,0,4,3,3,2,1,2,lump_sum,22,1,foundation,10.75
P1793,129.0,35,standard_12m,0,0,2,2,2,2,1,1,lump_sum,12,8,frame,11.09
P3765,172.8,9,standard_12m,1,2,4,2,2,1,1,4,remeasurement,15,8,foundation,13.18
P1094,137.1,24,mixed_lengths,2,0,4,2,2,3,1,4,remeasurement,20,5,frame,11.04
P1129,106.7,28,standard_12m,0,1,1,4,2,3,0,2,design_build,30,2,slab_finishing,9.86
P2900,121.4,9,standard_12m,1,0,3,2,2,2,0,4,design_build,18,7,slab_finishing,13.38
P3409,133.6,14,standard_12m,2,2,1,5,2,2,2,3,design_build,26,4,frame,2.7
P2932,116.6,14,standard_12m,1,1,2,4,2,2,0,1,lump_sum,30,2,frame,8.4
P3669,175.3,33,mixed_lengths,0,0,3,3,1,2,0,0,design_build,26,1,foundation,12.99
P2865,107.1,7,custom_lengths,1,0,3,3,2,3,2,3,design_build,19,5,slab_finishing,5.13
P2658,102.9,8,custom_lengths,0,2,2,3,1,1,1,1,lump_sum,27,1,slab_finishing,7.06
P1516,166.1,8,custom_lengths,1,0,3,3,2,3,0,3,design_build,18,5,foundation,8.05
P2857,143.9,17,mixed_lengths,1,1,4,3,2,2,1,5,design_build,26,4,frame,8.01
