project_id,reinforcement_ratio_kg_per_m3,num_unique_required_lengths,stock_length_policy,cutting_optimization_usage,bim_integration_level,design_revisions_per_month,supervision_index_1to5,material_control_level_1to3,storage_handling_index_1to5,offcut_reuse_policy_0to2,change_orders_per_month,contract_type,lead_time_days,order_frequency_per_month,project_phase,steel_waste_percentage
P2453,138.2,21,standard_12m,0,1,3,2,2,3,1,2,lump_sum,26,6,frame,9.48
P2454,160.7,17,standard_12m,0,0,3,5,2,3,2,2,lump_sum,11,8,foundation,7.64
P2455,137.4,21,mixed_lengths,0,1,2,2,2,2,1,2,lump_sum,15,6,frame,7.73
P2456,153.1,37,standard_12m,1,1,5,2,2,2,1,1,lump_sum,17,3,frame,10.71
P2457,111.4,39,standard_12m,2,0,3,3,2,1,2,2,remeasurement,26,2,slab_finishing,9.79
P2458,173.1,10,standard_12m,0,0,6,3,1,1,0,3,remeasurement,17,6,foundation,15.0
P2459,137.2,14,standard_12m,1,1,2,4,2,3,2,4,lump_sum,28,2,frame,7.57
P2460,175.2,15,mixed_lengths,1,2,5,1,2,2,1,4,design_build,20,4,foundation,11.28
P2461,149.7,30,standard_12m,0,0,2,2,2,2,1,2,design_build,18,7,frame,12.38
P2462,151.2,19,mixed_lengths,0,1,3,2,2,2,1,1,lump_sum,12,5,frame,9.0
P2463,149.4,32,standard_12m,2,0,6,3,2,2,2,3,remeasurement,12,6,frame,10.78
P2464,91.3,27,standard_12m,1,1,4,3,2,1,1,1,design_build,26,4,slab_finishing,9.31
P2465,135.4,34,standard_12m,2,0,4,4,2,2,2,1,lump_sum,30,2,frame,8.07
P2466,180.0,30,standard_12m,0,2,6,1,2,2,1,5,remeasurement,15,4,foundation,15.0
P2467,94.6,17,mixed_lengths,1,2,3,3,3,3,1,2,lump_sum,28,3,slab_finishing,5.09
P2468,179.9,27,standard_12m,0,1,6,1,2,3,1,1,design_build,24,1,foundation,13.06
P2469,100.2,14,standard_12m,1,0,3,5,2,1,1,1,design_build,18,1,slab_finishing,8.41
P2470,177.2,32,mixed_lengths,0,1,5,2,2,3,1,3,remeasurement,16,3,foundation,14.18
P2471,116.5,5,standard_12m,1,0,4,1,2,1,0,2,lump_sum,23,3,frame,13.7
P2472,99.9,17,standard_12m,1,2,2,3,1,1,0,3,lump_sum,21,5,slab_finishing,12.3
P2473,177.5,36,standard_12m,0,1,3,2,2,2,1,2,design_build,17,7,foundation,11.65
P2474,179.9,26,standard_12m,1,0,5,4,3,4,1,1,design_build,8,8,foundation,6.78
P2475,134.8,32,standard_12m,0,2,4,3,2,1,1,2,remeasurement,20,3,frame,12.81
P2476,102.9,32,standard_12m,2,1,1,4,3,3,2,1,lump_sum,30,1,slab_finishing,2.68
P2477,157.8,10,standard_12m,1,1,3,4,2,3,2,4,remeasurement,19,2,foundation,11.35
P2478,165.0,11,custom_lengths,2,1,2,5,2,2,2,2,design_build,22,4,foundation,1.57
P2479,92.4,27,mixed_lengths,1,3,6,3,2,1,1,3,remeasurement,21,5,slab_finishing,10.41
P2480,119.0,34,mixed_lengths,1,2,1,3,2,2,1,0,lump_sum,11,6,slab_finishing,4.88
P2481,131.4,15,mixed_lengths,1,3,4,1,2,1,1,4,lump_sum,21,2,frame,10.07
P2482,140.3,36,standard_12m,1,0,5,2,2,2,1,1,remeasurement,16,8,frame,11.44
P2483,130.0,8,standard_12m,0,0,1,2,2,1,2,0,design_build,27,4,frame,8.51
P2484,152.4,29,standard_12m,2,3,5,3,1,1,0,4,lump_sum,13,5,frame,13.07
P2485,119.4,21,standard_12m,1,1,2,3,2,3,1,4,lump_sum,26,5,frame,7.54
P2486,116.5,14,standard_12m,1,0,2,2,2,3,2,2,remeasurement,14,7,slab_finishing,8.39
P2487,180.0,39,standard_12m,2,2,3,3,1,1,1,1,design_build,27,3,foundation,8.79
P2488,169.9,35,standard_12m,1,2,5,4,2,2,0,5,remeasurement,5,6,frame,15.0
P2489,160.9,20,mixed_lengths,1,2,3,1,2,2,1,0,lump_sum,26,1,foundation,7.3
P2490,166.4,7,standard_12m,0,0,2,5,2,3,1,3,lump_sum,8,7,foundation,11.36
P2491,163.5,16,standard_12m,1,0,5,5,2,2,1,5,remeasurement,12,5,foundation,13.89
P2492,131.1,17,mixed_lengths,0,0,6,2,1,1,0,3,remeasurement,10,7,frame,15.0
P2493,158.2,6,standard_12m,2,0,2,4,2,1,1,1,lump_sum,29,3,foundation,8.21
P2494,148.8,22,standard_12m,0,1,4,1,2,1,1,2,lump_sum,22,4,frame,12.93
P2495,180.0,33,standard_12m,2,3,4,4,2,2,2,3,remeasurement,13,6,foundation,7.81
P2496,175.0,32,standard_12m,2,1,0,4,2,1,2,1,lump_sum,15,3,foundation,5.59
P2497,137.2,20,mixed_lengths,1,2,6,4,2,3,2,0,lump_sum,20,8,frame,3.65
P2498,98.6,8,standard_12m,2,0,1,5,2,1,2,2,lump_sum,3,7,slab_finishing,5.68
P2499,137.7,22,standard_12m,0,2,5,3,2,3,0,3,remeasurement,20,2,frame,15.0
P2500,164.7,19,standard_12m,0,0,2,2,2,3,1,2,remeasurement,21,4,foundation,12.35
P2501,176.3,25,standard_12m,0,0,2,1,1,1,2,2,design_build,14,3,foundation,12.44
P2502,149.0,13,standard_12m,1,0,3,4,2,2,1,2,design_build,20,5,frame,8.55
P2503,135.1,10,standard_12m,2,2,2,1,2,2,2,2,lump_sum,25,3,frame,6.19
P2504,120.4,11,standard_12m,0,0,5,4,3,4,1,5,remeasurement,25,2,frame,13.94
P2505,92.4,10,standard_12m,1,0,1,4,3,4,0,2,lump_sum,25,3,slab_finishing,7.11
P2506,118.0,23,standard_12m,2,0,3,4,2,2,1,4,remeasurement,19,4,slab_finishing,12.68
P2507,178.3,22,standard_12m,0,0,6,5,3,2,2,5,design_build,30,2,foundation,10.64
P2508,164.1,12,standard_12m,2,1,1,3,2,1,1,2,design_build,28,3,foundation,7.48
P2509,89.3,5,custom_lengths,1,0,1,3,2,1,1,2,lump_sum,30,3,slab_finishing,5.45
P2510,160.5,17,mixed_lengths,0,1,5,3,1,1,1,5,remeasurement,22,4,foundation,15.0
P2511,115.4,7,custom_lengths,1,1,3,4,2,3,0,5,lump_sum,24,7,frame,8.73
P2512,177.1,24,standard_12m,0,1,3,3,2,1,1,1,lump_sum,10,7,foundation,10.25
P2513,164.1,6,custom_lengths,0,1,6,3,2,2,0,1,remeasurement,5,8,foundation,14.27
P2514,163.8,15,mixed_lengths,1,2,2,4,3,3,0,1,design_build,24,5,foundation,4.9
P2515,146.0,30,standard_12m,0,0,2,3,2,1,0,2,lump_sum,11,8,frame,13.05
P2516,132.1,39,standard_12m,1,2,5,2,2,3,0,1,design_build,25,5,frame,10.27
P2517,164.7,23,standard_12m,0,0,6,2,1,1,1,5,remeasurement,23,3,foundation,15.0
P2518,170.6,21,standard_12m,1,0,1,3,1,1,0,3,design_build,12,5,foundation,13.92
P2519,180.0,23,standard_12m,2,1,4,4,3,2,2,5,design_build,17,5,foundation,9.43
P2520,99.4,17,standard_12m,1,0,3,3,2,2,0,1,design_build,30,3,slab_finishing,10.64
P2521,147.6,18,standard_12m,1,1,2,4,2,1,0,5,design_build,19,3,frame,11.29
P2522,142.9,36,standard_12m,0,1,3,1,2,2,0,1,lump_sum,25,2,frame,14.29
P2523,150.8,6,standard_12m,1,0,0,4,3,2,0,0,lump_sum,30,3,foundation,6.64
P2524,180.0,31,standard_12m,1,0,1,5,2,3,1,3,lump_sum,18,3,foundation,10.88
P2525,124.2,15,standard_12m,0,0,6,3,2,2,1,5,remeasurement,24,3,frame,15.0
P2526,152.7,31,mixed_lengths,1,3,6,4,2,1,1,5,design_build,28,4,frame,9.83
P2527,154.4,25,standard_12m,1,1,4,4,2,3,0,2,design_build,11,6,frame,8.97
P2528,171.9,26,mixed_lengths,1,0,3,5,2,1,0,1,lump_sum,25,3,foundation,10.05
P2529,133.4,19,mixed_lengths,0,0,3,3,2,3,1,3,lump_sum,18,8,frame,8.68
P2530,138.3,25,mixed_lengths,1,0,0,3,1,1,0,1,lump_sum,30,3,frame,9.29
P2531,180.0,14,standard_12m,0,0,0,2,1,1,0,2,design_build,20,3,foundation,13.36
P2532,136.0,24,mixed_lengths,1,2,1,3,1,1,2,2,lump_sum,23,7,frame,4.86
P2533,148.5,29,mixed_lengths,1,1,5,2,2,2,0,4,remeasurement,19,3,frame,14.13
P2534,154.4,6,custom_lengths,0,1,3,1,2,1,0,5,design_build,22,2,foundation,13.36
P2535,113.4,16,standard_12m,2,1,6,3,1,2,2,3,remeasurement,19,2,slab_finishing,12.8
P2536,167.6,12,standard_12m,0,2,2,4,2,3,0,3,remeasurement,13,6,foundation,12.02
P2537,178.9,34,standard_12m,1,1,3,1,2,3,1,4,design_build,22,6,foundation,12.2
P2538,98.6,23,standard_12m,2,1,0,5,2,3,1,1,design_build,20,5,slab_finishing,4.78
P2539,175.3,16,standard_12m,2,3,0,3,2,3,1,4,remeasurement,26,4,foundation,7.18
P2540,180.0,33,mixed_lengths,0,0,1,5,3,3,1,3,design_build,30,2,foundation,7.56
P2541,120.3,20,standard_12m,1,2,3,4,2,3,0,1,design_build,25,5,slab_finishing,7.0
P2542,180.0,25,standard_12m,1,2,5,3,1,1,1,1,design_build,8,7,foundation,9.35
P2543,103.0,34,mixed_lengths,1,0,2,3,2,2,0,1,lump_sum,25,1,slab_finishing,10.34
P2544,172.6,23,mixed_lengths,2,2,5,3,2,2,2,4,lump_sum,14,7,foundation,7.67
P2545,104.8,35,standard_12m,0,0,2,5,2,1,1,1,lump_sum,23,2,slab_finishing,10.76
P2546,87.5,9,standard_12m,0,0,1,3,2,2,0,0,lump_sum,15,2,slab_finishing,11.57
P2547,86.1,20,mixed_lengths,0,0,4,3,2,3,1,3,lump_sum,13,7,slab_finishing,10.64
P2548,121.1,7,custom_lengths,0,0,4,1,1,2,0,2,lump_sum,30,5,frame,11.49
P2549,130.2,5,standard_12m,0,0,5,1,2,1,0,2,lump_sum,17,4,frame,15.0
P2550,124.7,30,mixed_lengths,0,1,1,3,2,1,2,2,remeasurement,25,4,frame,9.01
P2551,116.0,10,standard_12m,2,1,1,2,1,1,1,0,lump_sum,12,3,frame,8.05
P2552,161.7,36,standard_12m,1,0,6,2,2,3,1,5,remeasurement,23,2,frame,15.0
P2553,101.2,17,mixed_lengths,2,1,5,3,3,2,2,5,remeasurement,13,4,slab_finishing,7.5
P2554,158.7,15,mixed_lengths,1,1,2,2,2,3,1,1,lump_sum,29,2,foundation,5.63
P2555,134.8,11,custom_lengths,0,0,4,3,2,3,0,2,lump_sum,29,5,frame,9.03
P2556,180.0,37,standard_12m,1,0,5,3,2,2,1,2,design_build,26,4,foundation,12.92
P2557,114.2,21,mixed_lengths,0,0,2,4,2,3,0,1,design_build,25,2,slab_finishing,7.5
P2558,149.5,13,standard_12m,2,2,2,2,2,1,1,4,lump_sum,30,5,frame,8.49
P2559,88.3,7,standard_12m,0,0,1,2,2,2,2,3,lump_sum,24,5,slab_finishing,10.54
P2560,175.8,24,standard_12m,0,0,3,2,2,1,0,3,design_build,30,2,foundation,15.0
P2561,92.3,23,mixed_lengths,0,0,6,3,1,1,0,4,design_build,13,4,slab_finishing,15.0
P2562,111.3,32,mixed_lengths,2,1,6,5,2,2,1,1,lump_sum,18,2,slab_finishing,7.97
P2563,180.0,9,standard_12m,1,0,5,3,1,1,0,2,remeasurement,18,6,foundation,15.0
P2564,171.4,18,mixed_lengths,0,1,4,1,2,2,2,1,design_build,22,5,foundation,8.34
P2565,180.0,35,standard_12m,0,0,6,2,1,2,1,4,design_build,11,8,foundation,15.0
P2566,180.0,39,standard_12m,1,1,3,4,2,1,1,1,lump_sum,24,5,foundation,10.46
P2567,140.8,36,standard_12m,0,0,1,4,3,4,1,1,lump_sum,20,6,frame,6.69
P2568,98.0,11,custom_lengths,0,2,5,2,2,3,1,3,design_build,23,5,slab_finishing,8.79
P2569,173.4,28,mixed_lengths,1,0,1,3,3,2,0,1,design_build,24,3,foundation,7.46
P2570,160.9,5,standard_12m,0,1,2,3,2,2,1,1,lump_sum,22,2,foundation,10.93
P2571,125.6,7,standard_12m,1,1,4,1,2,2,1,1,lump_sum,28,7,frame,11.08
P2572,107.1,25,standard_12m,1,1,1,3,1,2,2,1,lump_sum,21,4,slab_finishing,7.28
P2573,177.8,24,standard_12m,2,2,4,5,3,3,1,3,lump_sum,25,2,foundation,5.91
P2574,158.5,30,mixed_lengths,2,2,2,1,2,1,2,4,remeasurement,15,2,frame,9.41
P2575,168.0,18,mixed_lengths,0,1,6,5,2,2,0,5,remeasurement,19,3,foundation,15.0
P2576,180.0,39,standard_12m,0,2,0,2,1,1,1,1,lump_sum,24,5,foundation,12.34
P2577,150.8,13,standard_12m,1,3,3,1,2,2,0,2,lump_sum,30,1,foundation,11.88
P2578,156.7,14,standard_12m,1,2,2,1,2,1,1,3,lump_sum,15,5,foundation,11.64
P2579,135.2,14,standard_12m,0,2,4,3,2,1,1,5,design_build,19,4,frame,13.34
P2580,132.1,22,mixed_lengths,1,1,1,5,2,1,1,4,remeasurement,19,2,frame,9.04
P2581,135.1,38,standard_12m,0,2,2,3,2,1,1,1,lump_sum,25,8,frame,9.24
P2582,147.6,26,standard_12m,1,0,6,3,2,1,0,1,remeasurement,12,6,frame,12.45
P2583,152.4,27,standard_12m,1,0,3,2,2,3,0,2,lump_sum,17,5,frame,13.83
P2584,97.8,9,standard_12m,1,0,3,3,1,2,0,0,lump_sum,30,5,slab_finishing,11.19
P2585,149.6,29,standard_12m,1,2,1,3,3,4,2,0,lump_sum,21,7,frame,3.73
P2586,108.2,17,mixed_lengths,2,1,6,2,1,1,1,3,design_build,30,2,slab_finishing,10.25
P2587,136.5,33,mixed_lengths,0,1,6,3,1,1,1,4,lump_sum,20,8,frame,12.91
P2588,97.3,10,standard_12m,2,0,3,4,2,1,2,2,lump_sum,15,7,slab_finishing,7.45
P2589,137.5,37,standard_12m,0,2,3,3,2,1,1,2,design_build,29,6,frame,10.72
P2590,180.0,32,standard_12m,0,1,1,3,2,1,2,1,lump_sum,25,4,foundation,8.27
P2591,114.2,9,custom_lengths,0,2,2,1,2,3,1,2,lump_sum,10,6,frame,6.34
P2592,180.0,33,standard_12m,1,0,0,5,2,2,1,2,lump_sum,23,5,foundation,8.8
P2593,167.1,8,standard_12m,0,1,1,2,1,2,0,1,lump_sum,24,5,foundation,11.66
P2594,177.9,24,mixed_lengths,0,0,6,2,2,3,1,4,design_build,10,3,foundation,13.76
P2595,121.2,12,standard_12m,1,2,4,4,2,1,0,5,remeasurement,14,7,frame,13.01
P2596,177.0,27,standard_12m,1,0,3,1,1,2,0,2,lump_sum,17,6,foundation,15.0
P2597,99.4,16,standard_12m,1,0,2,3,3,3,1,2,design_build,22,1,slab_finishing,8.84
P2598,170.9,22,mixed_lengths,2,1,3,1,2,3,2,4,lump_sum,27,3,foundation,7.77
P2599,167.4,11,standard_12m,1,1,6,3,2,1,1,5,remeasurement,13,6,foundation,15.0
P2600,180.0,22,mixed_lengths,0,3,1,3,1,2,0,2,lump_sum,19,3,foundation,9.67
P2601,149.0,12,standard_12m,1,1,2,2,1,1,1,0,lump_sum,14,6,frame,9.2
P2602,159.6,13,standard_12m,0,0,1,3,2,3,1,3,design_build,17,3,foundation,11.45
P2603,121.6,38,standard_12m,1,2,4,2,2,1,2,2,remeasurement,16,6,slab_finishing,10.68
P2604,126.6,7,standard_12m,0,0,1,4,2,1,0,0,lump_sum,30,2,frame,11.55
P2605,174.8,18,standard_12m,0,0,2,5,2,3,0,1,lump_sum,23,4,foundation,10.39
P2606,103.5,5,standard_12m,2,1,5,1,2,2,2,5,remeasurement,18,4,slab_finishing,12.57
P2607,149.4,16,standard_12m,0,2,6,2,2,3,0,5,design_build,30,2,frame,14.91
P2608,133.1,7,custom_lengths,1,2,3,2,2,1,0,5,lump_sum,23,4,frame,8.44
P2609,180.0,35,standard_12m,1,2,0,3,2,1,1,1,lump_sum,27,4,foundation,7.49
P2610,153.6,39,standard_12m,0,0,2,4,2,2,1,2,lump_sum,20,4,frame,11.27
P2611,169.1,12,standard_12m,2,1,5,3,3,2,2,3,design_build,14,4,foundation,6.59
P2612,111.2,11,custom_lengths,0,0,3,3,3,2,1,1,lump_sum,28,3,slab_finishing,6.69
P2613,112.3,17,standard_12m,0,1,4,1,2,3,0,2,lump_sum,30,1,slab_finishing,14.08
P2614,158.3,6,custom_lengths,0,0,2,3,1,1,2,0,design_build,8,8,foundation,5.45
P2615,167.2,8,standard_12m,1,1,2,4,3,2,0,0,lump_sum,27,3,foundation,8.2
P2616,81.9,15,standard_12m,1,0,4,3,2,3,1,4,remeasurement,19,4,slab_finishing,13.68
P2617,136.7,21,standard_12m,0,0,2,3,2,1,1,4,design_build,22,4,frame,11.46
P2618,180.0,14,standard_12m,1,0,5,1,2,3,2,2,lump_sum,26,1,foundation,11.5
P2619,172.5,22,standard_12m,0,1,4,3,2,3,1,1,remeasurement,24,5,foundation,12.7
P2620,152.4,26,mixed_lengths,1,2,4,4,2,1,0,2,remeasurement,4,8,frame,9.77
P2621,180.0,22,standard_12m,1,3,3,2,2,1,2,3,lump_sum,12,7,foundation,7.41
P2622,105.6,20,standard_12m,0,0,2,4,2,3,1,2,lump_sum,22,7,slab_finishing,8.72
P2623,180.0,34,mixed_lengths,1,2,3,5,2,2,1,1,design_build,10,7,foundation,5.8
P2624,121.3,8,standard_12m,1,0,3,3,3,2,1,0,lump_sum,20,5,frame,8.35
P2625,139.9,25,standard_12m,1,2,3,2,1,1,1,3,design_build,18,7,frame,11.09
P2626,180.0,35,standard_12m,1,0,4,4,3,4,2,1,lump_sum,30,8,foundation,6.61
P2627,93.7,15,mixed_lengths,1,1,5,4,2,1,1,2,lump_sum,21,6,slab_finishing,8.32
P2628,142.6,17,mixed_lengths,1,0,4,2,1,1,2,5,remeasurement,20,3,frame,12.31
P2629,89.8,5,standard_12m,0,0,2,3,1,1,1,1,lump_sum,21,7,slab_finishing,12.57
P2630,125.5,34,standard_12m,1,0,6,4,2,2,1,4,remeasurement,20,7,frame,14.53
P2631,143.5,18,standard_12m,0,0,4,5,2,1,1,3,lump_sum,21,5,frame,11.99
P2632,77.8,29,standard_12m,0,0,5,2,1,2,0,0,design_build,25,6,slab_finishing,13.71
P2633,180.0,24,mixed_lengths,0,0,6,2,2,2,0,4,remeasurement,6,7,foundation,15.0
P2634,97.8,29,mixed_lengths,0,1,3,3,1,2,0,0,design_build,17,6,slab_finishing,9.76
P2635,114.3,14,custom_lengths,1,0,2,3,1,1,2,3,lump_sum,3,7,slab_finishing,7.72
P2636,144.7,28,standard_12m,1,0,3,2,2,3,1,2,design_build,22,2,frame,11.8
P2637,142.6,29,mixed_lengths,1,1,2,1,2,3,0,3,lump_sum,21,7,frame,8.87
P2638,127.2,34,standard_12m,1,1,5,3,2,3,1,0,design_build,28,3,frame,8.7
P2639,87.8,14,standard_12m,2,0,3,2,2,3,1,2,lump_sum,15,6,slab_finishing,10.37
P2640,174.8,34,mixed_lengths,1,0,4,1,1,1,1,5,remeasurement,20,5,foundation,15.0
P2641,135.3,21,mixed_lengths,1,1,4,4,2,1,1,0,design_build,15,8,frame,6.86
P2642,180.0,31,mixed_lengths,2,1,3,4,2,3,2,3,design_build,23,3,foundation,5.09
P2643,131.0,17,standard_12m,1,0,2,5,2,3,0,4,lump_sum,18,5,frame,10.17
P2644,122.0,10,custom_lengths,1,2,3,2,2,3,1,2,design_build,24,4,frame,4.4
P2645,99.2,8,custom_lengths,1,1,3,4,3,3,1,1,lump_sum,30,3,slab_finishing,3.03
P2646,97.4,17,standard_12m,2,1,3,4,3,2,2,1,lump_sum,22,4,slab_finishing,4.63
P2647,161.5,31,standard_12m,0,1,2,4,2,2,1,1,lump_sum,17,5,frame,9.53
P2648,139.8,7,standard_12m,2,0,4,4,3,4,2,4,remeasurement,24,3,frame,9.08
P2649,152.5,32,standard_12m,1,1,1,3,1,2,0,1,design_build,23,4,frame,9.34
P2650,86.4,21,standard_12m,0,1,4,3,1,2,0,3,remeasurement,11,5,slab_finishing,15.0
P2651,169.4,25,standard_12m,1,3,3,1,2,2,2,5,remeasurement,20,3,foundation,11.24
P2652,123.5,11,custom_lengths,0,0,5,4,2,1,1,5,remeasurement,19,5,frame,11.75
P2653,146.6,28,mixed_lengths,1,0,3,2,2,2,2,0,lump_sum,26,3,frame,4.79
P2654,174.5,25,standard_12m,0,0,4,3,1,1,1,1,lump_sum,16,7,foundation,14.13
P2655,114.9,22,standard_12m,0,0,3,3,1,1,1,0,lump_sum,25,1,slab_finishing,12.25
P2656,160.6,30,mixed_lengths,2,0,4,2,2,2,1,5,remeasurement,22,2,frame,13.45
P2657,138.5,34,mixed_lengths,1,1,0,3,2,3,2,0,lump_sum,23,8,frame,2.29
P2658,102.9,8,custom_lengths,0,2,2,3,1,1,1,1,lump_sum,27,1,slab_finishing,7.06
P2659,123.0,26,standard_12m,1,2,2,2,2,1,1,3,remeasurement,13,7,frame,8.73
P2660,87.1,15,mixed_lengths,0,2,3,4,2,1,1,2,design_build,28,6,slab_finishing,6.64
P2661,147.8,23,mixed_lengths,1,2,3,4,2,2,0,2,lump_sum,10,7,frame,7.77
P2662,88.4,6,standard_12m,1,1,2,2,1,1,1,3,lump_sum,19,4,slab_finishing,13.35
P2663,135.3,9,custom_lengths,1,0,3,3,1,1,1,4,remeasurement,24,3,frame,10.38
P2664,93.9,38,standard_12m,1,3,6,1,2,3,0,4,design_build,24,4,slab_finishing,14.09
P2665,171.1,30,standard_12m,0,1,3,1,2,3,2,3,design_build,29,2,foundation,12.01
P2666,111.5,31,standard_12m,1,2,1,2,1,2,0,2,design_build,19,7,slab_finishing,10.75
P2667,120.4,6,standard_12m,2,2,2,5,2,3,1,0,design_build,17,7,frame,2.95
P2668,142.1,35,standard_12m,1,1,3,4,2,1,1,1,design_build,21,3,frame,8.13
P2669,127.7,10,standard_12m,0,0,5,3,2,1,2,3,design_build,21,6,frame,11.48
P2670,87.3,8,standard_12m,2,0,4,4,2,3,2,4,design_build,30,3,slab_finishing,6.5
P2671,91.6,25,standard_12m,0,1,4,4,2,2,0,2,design_build,16,7,slab_finishing,12.08
P2672,129.0,35,standard_12m,0,0,3,2,2,2,2,3,lump_sum,30,2,slab_finishing,13.08
P2673,87.5,10,standard_12m,1,2,1,1,2,1,0,2,lump_sum,14,7,slab_finishing,11.02
P2674,129.5,20,standard_12m,1,2,2,3,2,2,1,1,lump_sum,5,8,frame,8.14
P2675,173.5,33,standard_12m,1,2,3,4,2,1,1,2,lump_sum,16,8,foundation,9.65
P2676,98.0,29,standard_12m,1,1,4,1,2,1,0,3,design_build,30,1,slab_finishing,14.25
P2677,140.1,19,standard_12m,2,2,3,2,2,1,2,1,lump_sum,30,5,frame,5.39
P2678,158.7,30,standard_12m,0,0,2,5,2,2,0,0,lump_sum,30,4,frame,9.66
P2679,137.1,26,standard_12m,1,0,3,5,2,2,1,2,lump_sum,21,6,frame,8.85
P2680,166.0,28,standard_12m,1,1,1,4,2,2,1,1,design_build,22,4,frame,6.01
P2681,168.2,16,standard_12m,1,2,1,4,2,2,0,1,design_build,21,7,foundation,7.11
P2682,126.2,11,standard_12m,2,0,2,3,2,3,2,1,lump_sum,20,8,frame,4.46
P2683,145.0,29,standard_12m,0,1,4,4,3,3,0,2,lump_sum,22,4,frame,10.44
P2684,94.7,21,mixed_lengths,0,0,3,2,2,3,1,2,lump_sum,27,3,slab_finishing,9.46
P2685,108.6,20,standard_12m,1,2,1,4,2,1,2,3,lump_sum,24,3,slab_finishing,5.51
P2686,179.9,17,mixed_lengths,0,2,0,4,2,2,0,0,lump_sum,28,3,foundation,5.64
P2687,124.1,38,standard_12m,1,2,3,1,2,1,1,0,design_build,22,4,slab_finishing,9.19
P2688,141.4,6,custom_lengths,1,3,3,5,2,1,2,2,design_build,27,3,frame,0.83
P2689,112.9,25,standard_12m,1,0,2,3,3,2,1,1,design_build,8,7,slab_finishing,8.01
P2690,102.3,5,standard_12m,0,1,2,2,2,1,0,1,design_build,21,4,slab_finishing,11.83
P2691,90.4,31,mixed_lengths,0,0,2,4,2,3,2,3,remeasurement,25,3,slab_finishing,9.54
P2692,156.9,9,standard_12m,2,1,2,3,3,2,2,0,design_build,7,5,foundation,5.36
P2693,144.7,30,standard_12m,0,0,1,5,2,1,1,0,lump_sum,14,4,frame,8.87
P2694,117.5,24,standard_12m,1,1,1,3,2,1,0,0,lump_sum,30,1,slab_finishing,8.84
P2695,177.1,27,standard_12m,1,2,5,3,1,2,2,2,remeasurement,6,8,foundation,11.92
P2696,173.4,24,mixed_lengths,1,0,2,3,2,2,2,0,lump_sum,19,1,foundation,7.06
P2697,137.7,13,custom_lengths,2,0,1,3,1,1,0,0,lump_sum,22,7,frame,6.14
P2698,141.5,33,standard_12m,1,0,5,3,2,3,0,5,remeasurement,24,3,frame,15.0
P2699,180.0,29,mixed_lengths,1,0,5,3,2,2,1,4,remeasurement,19,4,foundation,15.0
P2700,160.2,33,standard_12m,0,0,1,3,3,4,1,3,lump_sum,26,4,frame,8.13
P2701,177.1,14,custom_lengths,1,2,4,5,2,2,1,4,remeasurement,9,5,foundation,7.1
P2702,155.6,11,standard_12m,1,3,4,1,2,3,1,2,lump_sum,30,2,foundation,9.93
P2703,149.6,35,standard_12m,0,1,4,2,1,1,2,4,design_build,11,8,frame,14.5
P2704,156.0,7,custom_lengths,1,0,2,5,2,3,1,0,lump_sum,29,5,foundation,2.92
P2705,180.0,37,standard_12m,0,1,3,4,2,2,1,5,remeasurement,9,8,foundation,14.9
P2706,166.9,10,standard_12m,1,1,6,5,3,4,1,4,lump_sum,23,1,foundation,10.98
P2707,155.2,8,standard_12m,1,2,1,3,3,2,0,1,lump_sum,23,4,foundation,7.09
P2708,124.4,5,standard_12m,2,0,1,4,3,2,2,3,design_build,25,3,slab_finishing,6.04
P2709,141.7,19,standard_12m,2,3,3,3,2,2,2,3,lump_sum,25,6,frame,3.18
P2710,162.2,6,standard_12m,1,1,5,3,2,1,2,3,design_build,26,5,foundation,11.0
P2711,167.2,32,standard_12m,1,2,3,4,2,2,1,2,lump_sum,30,5,frame,8.85
P2712,159.1,28,mixed_lengths,1,1,3,4,3,4,1,5,design_build,30,2,frame,5.3
P2713,169.2,20,standard_12m,0,1,5,3,2,3,1,1,remeasurement,9,6,foundation,12.4
P2714,98.6,36,standard_12m,1,1,4,2,1,1,1,1,design_build,19,5,slab_finishing,11.23
P2715,137.8,22,standard_12m,0,1,2,3,2,3,1,2,lump_sum,26,3,frame,7.92
P2716,152.5,9,standard_12m,0,0,3,2,2,3,2,1,design_build,19,5,foundation,9.58
P2717,132.4,29,mixed_lengths,0,0,2,3,2,3,1,4,remeasurement,24,3,frame,10.99
P2718,111.5,14,standard_12m,0,1,2,3,2,2,0,1,design_build,15,7,slab_finishing,10.71
P2719,165.9,33,standard_12m,0,1,2,3,2,2,1,2,lump_sum,30,4,frame,11.32
P2720,178.5,22,mixed_lengths,0,1,2,4,2,2,1,0,lump_sum,20,3,foundation,7.22
P2721,117.3,38,standard_12m,1,1,4,3,3,3,0,5,design_build,24,3,slab_finishing,11.13
P2722,113.7,24,mixed_lengths,2,0,3,2,2,1,2,1,lump_sum,18,7,slab_finishing,4.39
P2723,103.7,12,standard_12m,0,2,1,4,2,2,1,0,lump_sum,16,7,slab_finishing,6.92
P2724,105.9,11,standard_12m,1,2,3,3,2,1,1,3,lump_sum,3,7,slab_finishing,9.56
P2725,130.3,22,mixed_lengths,2,3,3,1,2,2,2,2,lump_sum,14,5,slab_finishing,3.27
P2726,120.4,7,custom_lengths,0,0,1,4,2,3,2,1,lump_sum,26,5,frame,2.55
